code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
000558,莱茵体育,文教休闲,浙江,317.15,12.88,12.89,245371.84,126167.82,26224.4,7004.91,0.05,0.01,1.02,4.27,19940509,-11410.58,-0.09,-34.41,-36.94,9.33,1.08,93537.0
600448,华纺股份,纺织,山东,121.34,4.22,5.25,282229.94,146666.17,78119.32,65484.18,1.25,0.02,2.04,2.12,20010903,-22235.17,-0.42,21.8,21.89,6.89,0.66,30890.0
000810,创维数字,家用电器,四川,95.81,9.6,10.71,757686.25,636498.19,69374.67,41085.28,0.38,0.088,2.51,3.36,19980602,135123.45,1.26,22.4,-80.61,14.59,1.3,43343.0
000545,金浦钛业,化工原料,吉林,23.78,9.59,9.87,268466.06,122925.86,121347.76,-6411.75,-0.06,0.133,2.01,2.1,19931215,97811.53,0.99,114.54,171.42,24.85,10.06,82485.0
000157,中联重科,工程机械,湖南,24.58,62.25,77.94,8314907.0,6204156.0,587106.63,1309294.75,1.68,0.171,4.82,0.87,20001012,1512858.13,1.94,16.23,242.65,21.35,5.72,379875.0
600246,万通地产,区域地产,北京,56.71,12.17,20.54,1415504.75,1022710.38,5599.93,354743.72,1.73,0.055,3.27,1.27,20000922,93289.18,0.45,-18.34,-46.77,50.75,8.67,62984.0
300108,吉药控股,中成药,吉林,41.26,4.23,6.66,274736.97,119579.65,79314.11,69918.43,1.05,0.16,3.11,2.67,20100825,46203.59,0.69,0.57,-5.84,34.33,19.12,13090.0
600785,新华百货,百货,宁夏,43.77,2.26,2.26,455544.31,192401.92,140305.59,31135.9,1.38,0.474,8.81,2.35,19970108,125430.67,5.56,5.49,69.88,20.07,1.44,12300.0
002266,浙富控股,电气设备,浙江,79.17,16.1,19.79,716002.56,232896.25,54539.38,12551.13,0.06,0.039,1.52,2.71,20080806,78462.18,0.4,8.25,53.08,23.57,9.55,140893.0
000036,华联控股,全国地产,深圳,6.53,11.35,11.41,821708.63,593262.69,93330.93,23105.13,0.2,0.947,3.61,2.28,19940617,256030.66,2.24,1983.65,127.12,68.8,35.67,720008.0
603328,依顿电子,元器件,广东,22.09,9.87,9.98,538686.44,444860.75,85993.56,100199.06,1.0,0.42,4.5,2.74,20140701,228944.3,2.29,14.23,0.05,33.42,16.97,20468.0
600149,*ST坊展,综合类,河北,0.0,3.8,3.8,20327.82,6159.6,1158.54,10597.37,0.28,-0.014,0.47,17.49,19991014,-35422.14,-0.93,14.62,64.53,2.12,-28.69,59018.0
601179,中国西电,电气设备,陕西,24.0,51.26,51.26,3423492.0,2464898.25,493890.34,1156401.88,2.26,0.127,3.73,1.09,20100128,200753.31,0.39,0.65,-13.83,29.4,7.38,154344.0
601006,大秦铁路,铁路,山西,8.02,148.67,148.67,12906953.0,2773182.25,6869881.5,2473709.25,1.66,0.756,6.55,1.23,20060801,4758561.0,3.2,32.13,118.37,31.59,26.92,151119.0
000631,顺发恒业,区域地产,吉林,12.75,24.33,24.33,1369136.88,1170562.25,5588.35,139033.52,0.57,0.315,2.5,1.6,19961122,187718.81,0.77,83.8,108.85,21.92,11.45,37649.0
600056,中国医药,医药商业,北京,19.71,10.12,10.68,2118613.75,1735396.75,162265.92,227839.91,2.13,1.215,7.26,3.3,19970515,372100.88,3.48,16.02,36.73,14.32,4.31,41200.0
002833,弘亚数控,专用机械,广东,28.83,0.61,1.35,106141.42,84932.96,13542.4,32809.37,2.42,1.45,6.91,7.96,20161228,39719.84,2.94,59.83,61.26,39.02,30.92,9696.0
600649,城投控股,区域地产,上海,11.23,24.21,25.3,3776962.0,2703596.75,2081.81,180827.69,0.71,0.66,7.54,1.04,19930518,1193891.0,4.72,-66.07,-16.05,29.15,54.7,122885.0
300074,华平股份,通信设备,上海,201.88,3.96,5.43,149047.27,76079.05,34019.81,24164.17,0.45,0.029,2.2,3.53,20100427,37489.26,0.69,59.1,61.1,50.84,5.44,25286.0
600738,兰州民百,百货,甘肃,42.2,3.68,7.83,500081.06,204185.66,35403.6,38846.9,0.5,0.183,2.34,3.3,19960802,58779.01,0.75,-0.24,-21.23,34.13,10.5,20863.0
000983,西山煤电,煤炭开采,山西,13.27,31.51,31.51,5771195.0,1792082.25,2168136.75,93211.74,0.3,0.436,5.77,1.34,20000726,1115745.25,3.54,62.28,576.64,34.65,6.53,152441.0
000802,北京文化,旅游服务,北京,26.94,3.85,7.23,563964.5,362850.28,3948.5,327256.56,4.53,0.429,6.6,1.75,19980108,85146.85,1.18,42.57,-40.59,48.78,23.49,50188.0
600982,宁波热电,供气供热,浙江,29.96,7.47,7.47,433994.44,249854.05,81302.81,104906.63,1.4,0.129,3.36,1.15,20040706,54353.26,0.73,28.43,14.29,14.01,6.16,44839.0
600000,浦发银行,银行,上海,6.06,281.04,293.52,606383680.0,0.0,2527500.0,8176000.0,2.79,1.45,13.2,0.87,19991110,10843900.0,3.69,3.18,2.97,0.0,33.58,192174.0
002798,帝王洁具,家居用品,四川,122.05,0.32,1.33,125952.13,104284.42,13356.11,73336.31,5.5,0.63,10.53,4.74,20160525,25924.15,1.94,24.85,7.69,29.4,10.22,8731.0
600746,江苏索普,化工原料,江苏,25.84,3.05,3.06,72255.36,40137.84,12866.46,6207.23,0.2,0.223,1.62,4.73,19960918,8919.3,0.29,32.59,195.89,20.46,11.43,21472.0
000560,昆百大Ａ,百货,云南,225.18,3.41,18.12,643183.06,302877.59,27558.47,153889.38,0.85,0.04,3.24,2.37,19940202,77163.57,0.43,-31.44,-24.94,30.43,4.93,29866.0
300430,诚益通,电器仪表,北京,46.22,0.87,1.81,189860.06,111889.2,19595.25,99487.77,5.49,0.52,8.45,2.7,20150319,32482.65,1.79,48.8,66.74,40.18,16.14,8471.0
300260,新莱应材,机械基件,江苏,142.14,0.9,2.02,115218.35,71137.0,31043.88,30622.22,1.52,0.107,3.36,4.52,20110906,16311.62,0.81,30.08,77.04,24.88,3.38,6902.0
600123,兰花科创,煤炭开采,山西,8.76,11.42,11.42,2734333.5,781472.94,712579.19,27067.93,0.24,0.65,8.26,0.92,19981217,600317.63,5.25,108.78,416.64,36.11,12.51,68981.0
002387,黑牛食品,软饮料,广东,0.0,3.29,13.68,453736.25,89666.31,3515.65,54483.86,0.4,-0.13,1.64,9.25,20100413,-33883.0,-0.25,-86.03,-227.4,13.84,-298.17,35344.0
002840,华统股份,食品,浙江,64.36,0.98,1.79,150751.55,47538.73,60167.36,52063.93,2.91,0.5,6.37,6.54,20170110,40862.59,2.29,21.98,35.11,5.21,2.64,11514.0
600190,锦州港,港口,辽宁,52.89,17.79,20.02,1558558.5,336031.13,896975.63,266351.25,1.33,0.071,3.01,1.26,19990609,96071.11,0.48,77.52,157.82,13.36,3.16,107600.0
601633,长城汽车,汽车整车,河北,20.57,60.28,91.27,11054707.0,6929333.0,2771800.75,141123.09,0.15,0.551,5.38,2.1,20110928,3353053.25,3.67,2.08,-52.35,18.43,5.0,83405.0
600565,迪马股份,全国地产,重庆,13.56,23.66,24.2,3755949.5,3316109.75,15378.97,247988.05,1.02,0.277,3.09,1.21,20020723,221214.22,0.91,-33.16,18.99,25.25,7.02,100309.0
000952,广济药业,化学制药,湖北,35.65,2.52,2.52,164188.31,42050.85,89899.99,6079.37,0.24,0.418,3.02,4.94,19991112,36835.06,1.46,12.15,-25.82,50.89,13.13,33500.0
600170,上海建工,建筑施工,上海,12.75,84.87,89.04,19568520.0,16015570.0,748386.38,231225.92,0.26,0.28,2.7,1.37,19980623,1036754.19,1.16,6.3,23.34,10.47,1.82,210500.0
600017,日照港,港口,山东,30.85,30.76,30.76,2014947.75,262254.66,1021013.38,295582.47,0.96,0.12,3.46,1.07,20061017,399733.56,1.3,12.33,109.3,21.52,7.68,148800.0
601390,中国中铁,建筑施工,北京,10.48,183.28,228.44,84408352.0,66008384.0,5236818.5,4405792.0,1.93,0.67,6.28,1.17,20071203,6728105.5,2.95,7.9,28.44,9.38,2.33,676837.0
600009,上海机场,机场,上海,25.04,10.93,19.27,2754740.0,1007960.63,905877.31,257549.8,1.34,1.912,13.04,3.67,19980218,1931995.75,10.03,15.98,31.29,49.82,45.69,32000.0
002473,*ST圣莱,家用电器,浙江,0.0,1.6,1.6,42893.6,22823.99,11201.61,22315.42,1.39,-0.102,1.92,3.83,20100910,-5038.12,-0.31,22.04,16.85,14.36,-19.78,9298.0
000876,新 希 望,饲料,四川,11.88,41.66,42.16,4080254.5,1001946.0,795561.63,246742.59,0.59,0.46,4.89,1.49,19980311,1251993.13,2.97,3.44,-8.23,8.34,4.23,92000.0
002561,徐家汇,百货,上海,19.16,3.97,4.16,265939.59,167439.63,53747.73,52352.23,1.26,0.571,5.16,2.12,20110303,99859.99,2.4,0.08,-1.77,29.09,11.28,34000.0
600858,银座股份,百货,山东,76.75,5.18,5.2,1172699.88,314718.03,386094.41,96548.25,1.86,0.094,5.8,1.25,19940506,143189.8,2.75,1.25,122.54,18.89,0.38,21274.0
002723,金莱特,家用电器,广东,170.35,1.26,1.87,102473.07,42257.43,45236.82,22835.13,1.22,0.08,3.54,5.12,20140129,21132.47,1.13,31.61,176.21,10.53,1.87,9862.0
600295,鄂尔多斯,小金属,内蒙,23.15,6.12,10.32,4910733.0,1840357.0,2170156.75,130646.86,1.27,0.351,7.35,1.48,20010426,470609.59,4.56,36.19,93.61,26.9,2.36,78663.0
002741,光华科技,化工原料,广东,72.97,3.1,3.74,157814.23,86694.63,25519.42,31307.36,0.84,0.247,2.96,6.09,20150216,38336.89,1.02,31.0,46.59,23.76,7.13,32400.0
300083,劲胜智能,元器件,广东,18.49,11.91,14.32,1144811.25,728822.63,176756.77,365106.31,2.55,0.29,3.89,1.85,20100520,39800.05,0.28,31.86,424.03,27.29,8.96,47930.0
000587,金洲慈航,批发业,黑龙江,15.75,12.13,21.24,3633984.0,1435955.63,5912.85,479170.5,2.26,0.343,4.32,1.67,19960425,221462.3,1.04,-2.33,4.07,13.06,10.23,35620.0
600500,中化国际,商贸代理,上海,29.04,20.83,20.83,4997426.5,2297894.75,1121229.63,447979.94,2.15,0.185,5.51,1.3,20000301,458295.59,2.2,21.09,105.12,12.81,1.1,72254.0
601579,会稽山,红黄药酒,浙江,29.22,4.0,4.97,399550.0,197255.67,78563.7,173164.98,3.48,0.366,6.09,1.76,20140825,69519.31,1.4,22.91,28.62,43.6,14.12,16225.0
601137,博威合金,铜,浙江,21.92,5.64,6.27,504104.91,260269.2,191072.81,187757.2,2.99,0.487,5.3,2.02,20110127,76226.35,1.22,35.71,66.65,13.82,5.31,16400.0
601608,中信重工,专用机械,河南,489.06,43.0,43.39,1973846.38,1098220.75,373263.5,210105.05,0.48,0.007,1.65,2.14,20120706,288.57,0.0,22.52,101.98,27.04,0.68,120134.0
600508,上海能源,煤炭开采,上海,14.74,7.23,7.23,1427730.75,299881.5,553881.94,91517.17,1.27,0.718,12.38,0.85,20010829,671899.0,9.3,22.29,14.89,34.59,8.19,50433.0
603123,翠微股份,百货,北京,37.6,5.24,5.24,513948.06,197913.05,196238.47,173578.56,3.31,0.14,5.65,1.25,20120503,55443.86,1.06,-5.75,29.19,20.0,2.01,19223.0
300577,开润股份,纺织,安徽,68.19,0.35,1.21,73233.93,59859.1,8408.37,15615.95,1.29,0.78,3.69,19.03,20161221,17316.05,1.43,42.86,45.3,31.52,11.74,5413.0
002078,太阳纸业,造纸,山东,14.8,25.3,25.93,2353648.0,912872.5,1089375.88,120874.42,0.47,0.54,3.61,2.9,20061116,482345.41,1.86,34.36,109.1,24.93,10.03,62117.0
000048,康达尔,饲料,深圳,0.0,3.85,3.91,277865.78,184248.67,40025.12,4408.14,0.11,-0.12,1.75,13.84,19941101,22321.02,0.57,-5.23,-255.35,13.47,-4.14,10760.0
600886,国投电力,水力发电,北京,14.55,67.86,67.86,20828800.0,1227512.75,13449069.0,647115.38,0.95,0.476,4.5,1.54,19960118,1580581.88,2.33,8.11,-17.47,40.58,10.21,197691.0
600348,阳泉煤业,煤炭开采,山西,10.77,24.05,24.05,4051165.25,1260601.0,1392117.25,0.0,0.0,0.483,6.26,1.11,20030821,881283.63,3.66,81.31,813.99,18.33,5.19,101700.0
601106,*ST一重,工程机械,黑龙江,426.76,65.38,68.58,3336356.0,2295014.5,602104.94,842888.88,1.23,0.01,1.41,2.43,20100209,-592234.56,-0.86,177.6,102.12,16.4,0.63,376712.0
603579,荣泰健康,医疗保健,上海,46.58,0.51,1.4,218713.95,166135.81,36854.98,73902.18,5.28,1.58,9.76,7.37,20170111,43922.51,3.14,49.26,4.61,38.22,11.27,5247.0
000877,天山股份,水泥,新疆,40.54,8.8,10.49,1846639.63,439559.91,1241040.25,405436.44,3.87,0.3,7.01,1.46,19990107,175670.34,1.68,41.56,165.49,29.0,3.74,125700.0
300576,容大感光,染料涂料,深圳,49.31,0.4,1.2,49567.21,39274.15,2905.46,13600.61,1.13,0.259,3.4,5.01,20161220,13358.85,1.11,14.18,12.83,32.47,11.96,8448.0
601169,北京银行,银行,北京,6.96,182.48,211.43,227522592.0,0.0,952800.0,2623600.0,1.24,0.82,7.37,0.92,20070919,5341700.0,2.53,6.94,3.75,0.0,39.98,172254.0
002217,合力泰,元器件,山东,26.36,20.49,31.28,1840910.75,1128832.63,267497.94,447887.19,1.43,0.29,3.12,3.27,20080220,204815.42,0.65,34.3,57.0,17.72,8.77,30841.0
000753,漳州发展,汽车服务,福建,144.72,8.84,9.91,516709.44,383869.44,35662.35,65842.8,0.66,0.018,2.11,1.6,19970626,40654.45,0.41,-10.47,7.24,16.26,0.9,75629.0
002060,粤 水 电,建筑施工,广东,25.63,12.02,12.02,1751534.25,708113.5,646722.31,64938.28,0.54,0.132,2.39,1.41,20060810,87073.56,0.72,4.87,17.42,13.12,2.38,70610.0
002681,奋达科技,家用电器,深圳,39.86,7.26,14.8,903627.63,351286.03,85347.86,328699.59,2.22,0.22,4.17,2.4,20120605,121071.05,0.82,29.44,15.65,29.05,15.51,43000.0
601158,重庆水务,水务,重庆,15.44,48.0,48.0,2012098.25,847658.31,739003.25,461918.06,0.96,0.431,2.95,2.25,20100329,338052.06,0.7,0.4,93.51,46.11,46.22,49977.0
601166,兴业银行,银行,福建,5.4,190.52,207.74,640699328.0,0.0,1811200.0,7501100.0,3.61,2.26,18.41,0.89,20070205,20643600.0,9.94,-13.16,7.2,0.0,45.76,228251.0
000905,厦门港务,港口,福建,47.84,5.31,5.31,808307.81,243590.05,359097.19,795.47,0.01,0.205,5.03,1.94,19990429,194538.27,3.66,52.5,-47.41,3.68,0.79,57700.0
000697,炼石有色,小金属,陕西,189.19,4.54,5.6,522076.19,154484.59,109112.17,56684.8,1.01,0.103,2.68,7.3,19970325,31855.22,0.57,5848.69,252.2,23.39,7.69,35923.0
601766,中国中车,运输设备,北京,25.99,229.18,286.99,37517088.0,25547120.0,5723629.5,4063666.5,1.42,0.376,4.24,2.31,20080818,4903599.5,1.71,-8.14,-4.35,22.68,5.12,875910.0
000597,东北制药,化学制药,辽宁,43.55,4.73,4.75,1029194.69,538619.0,306536.72,177761.06,3.75,0.168,5.04,1.94,19960523,4001.33,0.08,12.22,1213.91,35.8,1.91,36553.0
601218,吉鑫科技,机械基件,江苏,114.01,9.92,9.92,416611.25,285084.03,83530.4,58928.88,0.59,0.021,2.59,1.22,20110506,85551.18,0.86,-13.28,-78.08,16.55,2.02,57485.0
002682,龙洲股份,公路,福建,24.9,2.64,3.75,759555.13,416066.81,141263.02,158063.94,4.22,0.32,7.24,1.31,20120612,62663.9,1.67,110.67,264.96,16.27,3.41,24294.0
600479,千金药业,中成药,湖南,42.03,3.05,3.49,311461.53,222865.77,53325.23,66213.9,1.9,0.28,0.6,26.0,20040312,59625.95,1.71,14.75,48.17,42.63,4.28,26653.0
600270,外运发展,仓储物流,北京,12.59,9.05,9.05,1006998.81,634690.38,97641.55,53847.19,0.59,1.494,9.03,2.08,20001228,610956.56,6.75,25.4,35.94,7.79,21.8,40900.0
002591,恒大高新,化工原料,江西,0.0,1.76,3.07,144139.25,54440.16,26027.43,82812.02,2.7,-0.02,4.22,2.23,20110621,8534.92,0.28,51.44,46.8,50.24,-4.21,16186.0
300575,中旗股份,农药化肥,江苏,25.28,0.34,0.73,172125.45,105537.61,39496.35,47191.71,6.43,1.6,13.74,2.94,20161220,40514.46,5.52,44.14,52.06,21.22,9.06,10143.0
603922,金鸿顺,汽车配件,江苏,32.82,0.32,1.28,121764.9,74649.36,24920.25,23127.74,1.81,0.76,6.04,4.12,20171023,22972.01,1.79,0.0,0.0,23.56,9.55,34005.0
002142,宁波银行,银行,浙江,10.12,44.91,50.7,103204248.0,0.0,481095.91,877990.63,1.73,1.8,10.31,1.81,20070719,2587805.25,5.1,7.06,19.5,0.0,36.87,68670.0
600550,保变电气,电气设备,河北,123.86,15.35,15.35,998873.38,700263.69,137144.52,314492.31,2.05,0.038,0.31,20.3,20010228,-455804.81,-2.97,4.31,425.34,17.22,2.25,144571.0
000635,英 力 特,化工原料,宁夏,40.31,3.03,3.03,344416.22,137399.22,191363.92,187856.88,6.2,0.308,9.85,1.26,19961120,69445.3,2.29,23.13,-15.01,18.18,4.75,28558.0
002265,西仪股份,汽车配件,云南,250.91,3.03,3.19,146695.95,78999.21,40410.76,57222.63,1.8,0.062,3.05,5.08,20080806,4874.18,0.15,71.9,180.63,18.35,2.18,37800.0
600545,卓郎智能,纺织机械,新疆,28.87,6.76,18.95,1496278.13,1182525.63,84462.0,0.0,0.0,0.35,1.44,6.4,20031203,91350.1,0.48,41.34,71.86,27.7,7.47,103903.0
600628,新世界,百货,上海,10.62,5.32,6.47,565442.31,230223.34,255975.34,156532.8,2.42,0.649,6.68,1.38,19930119,177881.94,2.75,-0.77,922.82,29.47,19.46,54548.0
002769,普路通,仓储物流,深圳,34.68,1.9,3.77,981181.38,950731.13,729.45,28897.16,0.77,0.398,3.54,5.2,20150629,64253.66,1.71,55.42,-4.32,6.76,3.75,34063.0
600556,ST慧球,软件服务,广西,763.67,3.95,3.95,12576.86,11023.88,49.0,45588.6,1.15,0.008,0.2,31.18,20010807,-81153.72,-2.06,40.41,112.02,23.32,4.81,42000.0
002285,世联行,房产服务,深圳,18.69,17.02,20.44,1363349.5,1111740.88,17798.14,59701.63,0.29,0.491,2.48,3.7,20090828,195156.88,0.95,30.97,34.35,26.53,12.23,92514.0
002838,道恩股份,塑料,山东,61.63,0.38,1.26,99060.0,65918.68,17164.17,32624.6,2.59,0.744,6.69,6.86,20170106,35256.2,2.8,16.81,18.25,20.55,10.04,5275.0
000422,湖北宜化,农药化肥,湖北,0.0,8.98,8.98,3817056.5,1218675.63,2083261.38,177377.61,1.98,-1.44,3.94,0.77,19960815,41642.73,0.46,-28.51,-6799.33,12.87,-13.41,64317.0
002128,露天煤业,煤炭开采,内蒙,9.34,16.34,16.34,1419173.38,521702.16,673068.31,125121.07,0.77,0.734,6.31,1.45,20070418,649448.38,3.97,45.93,141.36,42.02,22.18,54585.0
600370,三房巷,纺织,江苏,47.22,7.97,7.97,172010.09,139064.2,29497.51,5900.81,0.07,0.048,1.59,1.92,20030306,30528.84,0.38,11.51,-15.06,15.15,5.05,32190.0
600639,浦东金桥,园区开发,上海,23.35,7.03,11.22,1852300.75,471306.31,95535.25,170896.13,1.52,0.487,8.06,1.88,19930326,361386.28,3.22,4.09,15.65,67.97,47.82,79023.0
300169,天晟新材,塑料,江苏,438.9,2.58,3.26,211797.41,111247.57,40907.67,82893.86,2.54,0.01,3.85,1.57,20110125,8228.57,0.25,3.99,-72.85,27.57,0.59,13538.0
002566,益盛药业,中成药,吉林,51.26,2.12,3.31,269155.91,216038.52,42260.42,83301.02,2.52,0.133,5.44,1.67,20110318,52756.68,1.59,9.95,41.41,76.21,5.89,22844.0
600317,营口港,港口,辽宁,35.84,64.73,64.73,1607417.63,342928.84,1043383.19,153704.56,0.24,0.063,1.65,1.82,20020131,214138.45,0.33,10.67,15.04,28.46,14.34,171496.0
002014,永新股份,塑料,安徽,19.61,3.24,3.36,240128.05,158921.77,67201.36,59868.15,1.78,0.612,5.25,2.28,20040708,64343.96,1.92,5.46,1.37,22.7,10.23,18600.0
000063,中兴通讯,通信设备,深圳,27.52,34.34,41.93,14396222.0,10823059.0,869445.63,1130485.38,2.7,1.09,7.55,3.97,19971118,1466768.25,3.5,7.49,293.78,31.07,4.2,318000.0
002333,罗普斯金,铝,江苏,0.0,4.85,5.03,165075.16,58547.85,77236.03,45438.65,0.9,-0.024,2.93,5.1,20100112,44374.3,0.88,2.46,-108.81,9.54,-1.61,8372.0
601777,力帆股份,摩托车,重庆,35.71,12.37,13.07,3244844.5,1886382.25,579949.81,474329.16,3.63,0.13,5.51,1.08,20101125,140864.02,1.08,15.62,-12.2,14.56,1.8,64248.0
000501,鄂武商Ａ,百货,湖北,9.77,6.68,7.69,1759967.75,403190.56,696334.56,138892.98,1.81,1.17,8.84,1.68,19921120,397653.38,5.17,3.93,23.98,22.34,6.72,20851.0
300607,拓斯达,专用机械,广东,60.88,0.57,1.3,110437.32,94982.15,1629.29,36946.31,2.83,0.82,5.87,10.99,20170209,20896.4,1.6,98.9,120.58,39.33,20.42,10416.0
600340,华夏幸福,区域地产,河北,10.82,29.55,29.55,37586472.0,34848628.0,284216.66,343730.63,1.16,2.83,9.51,3.38,20031230,2019873.25,6.84,10.8,35.26,47.93,14.72,117759.0
002013,中航机电,航空,湖北,48.53,20.95,24.06,2222488.0,1373613.13,386964.03,253444.27,1.05,0.241,3.55,3.29,20040705,287841.91,1.2,8.45,-0.71,26.17,6.27,73942.0
000667,美好置业,全国地产,云南,14.98,25.4,25.6,1675849.75,1563376.13,33997.55,154742.27,0.6,0.146,2.65,1.1,19961205,243123.8,0.95,-18.73,19.58,42.67,17.06,210200.0
603031,安德利,百货,安徽,58.22,0.4,0.8,154159.42,59879.26,58778.26,24486.02,3.06,0.299,7.44,3.12,20160822,26404.21,3.3,10.98,-16.35,19.8,1.91,12588.0
000605,渤海股份,水务,北京,57.04,1.95,2.52,551753.38,144520.02,106594.97,131192.72,5.21,0.27,7.9,2.57,19960913,38354.67,1.52,103.0,109.7,29.06,5.87,28000.0
601727,上海电气,电气设备,上海,32.0,98.51,147.25,19934576.0,14435726.0,1391277.63,1653462.25,1.12,0.19,3.77,1.53,20081205,1911189.75,1.3,-10.13,10.96,22.81,3.34,340387.0
000797,中国武夷,全国地产,福建,62.24,10.0,10.08,1279791.38,1190525.5,35677.37,34888.93,0.35,0.1,2.28,3.78,19970715,83467.65,0.83,56.51,721.57,24.09,4.83,30000.0
002759,天际股份,家用电器,广东,24.84,1.17,4.52,378738.66,70494.27,41013.92,261366.27,5.78,0.347,7.7,1.49,20150528,38488.43,0.85,114.53,295.32,43.71,24.39,13937.0
300270,中威电子,通信设备,浙江,85.56,1.51,2.73,110953.05,52761.38,25428.03,14706.65,0.54,0.167,2.49,5.74,20111012,22771.75,0.84,37.48,4.56,41.58,11.22,13800.0
000722,湖南发展,水力发电,湖南,44.74,4.64,4.64,313944.97,94037.0,162223.3,213774.05,4.61,0.192,6.0,1.43,19970522,15016.1,0.32,-13.21,-36.65,49.58,36.41,37760.0
603996,中新科技,家用电器,浙江,54.98,1.03,3.0,445519.69,394099.19,34516.05,55722.03,1.86,0.233,4.73,3.61,20151222,49924.87,1.66,43.09,14.95,7.58,1.7,24640.0
000861,海印股份,房产服务,广东,41.44,18.72,22.5,1100786.75,609454.69,13347.97,1490.39,0.01,0.05,1.41,2.02,19981028,57340.61,0.25,7.65,-10.74,36.55,7.59,102115.0
600398,海澜之家,服饰,江苏,15.37,44.93,44.93,2509830.25,1764136.38,313873.47,203270.98,0.45,0.741,2.49,4.58,20001228,660682.0,1.47,7.06,6.6,38.95,18.29,46464.0
002310,东方园林,建筑施工,北京,46.28,16.23,26.83,2945561.75,2063992.38,93404.05,177141.97,0.66,0.32,3.73,5.35,20091127,510227.84,1.9,72.29,67.64,29.93,10.03,57451.0
002617,露笑科技,电气设备,浙江,33.81,6.98,7.35,630599.81,346155.41,63945.26,126341.15,1.72,0.42,3.49,4.07,20110920,52250.8,0.71,132.48,376.18,18.74,9.5,12200.0
300396,迪瑞医疗,医疗保健,吉林,35.96,1.35,1.53,184496.38,74488.5,31590.0,40995.37,2.67,0.88,8.08,5.22,20140910,58177.38,3.79,18.63,50.43,64.61,22.21,21723.0
002003,伟星股份,服饰,浙江,17.6,4.75,5.83,296098.13,139943.45,100341.43,85249.86,1.46,0.479,3.96,2.84,20040625,71804.93,1.23,17.81,18.41,42.58,15.07,20926.0
300488,恒锋工具,机械基件,浙江,32.13,0.25,1.05,100333.0,44256.98,26530.41,32799.98,3.12,0.73,8.51,3.63,20150701,42081.3,4.0,62.29,43.47,56.59,32.82,7051.0
600436,片仔癀,中成药,福建,54.46,6.03,6.03,548672.06,406228.41,24432.22,63754.3,1.06,1.118,6.69,12.14,20030616,229438.2,3.8,68.83,40.26,43.21,24.58,60902.0
002697,红旗连锁,超市连锁,四川,42.02,8.64,13.6,420458.44,214646.55,117083.9,4374.31,0.03,0.1,1.7,3.29,20120905,76910.59,0.57,10.58,0.62,27.34,2.6,69223.0
000419,通程控股,百货,湖南,24.08,5.43,5.44,400747.56,207057.97,118425.15,41739.53,0.77,0.174,3.63,1.54,19960816,87764.68,1.61,5.34,13.71,19.96,3.29,28537.0
600532,宏达矿业,普钢,上海,0.0,3.96,5.16,299180.34,107234.17,61618.95,104765.28,2.03,-0.092,3.6,2.32,20021031,27377.86,0.53,116.35,32.97,12.55,-11.13,19845.0
601929,吉视传媒,影视音像,吉林,29.71,31.11,31.11,1070241.88,218231.41,395409.13,89882.31,0.29,0.069,2.08,1.32,20120223,151540.27,0.49,-2.63,-8.31,39.68,14.76,90147.0
600961,株冶集团,铅锌,湖南,78.19,5.27,5.27,582087.06,281070.88,271042.25,86742.3,1.64,0.105,0.39,21.17,20040830,-127319.77,-2.41,8.76,168.01,4.67,0.4,35300.0
000400,许继电气,电气设备,河南,18.01,10.08,10.08,1530872.13,1313595.13,119803.55,83428.93,0.83,0.609,7.51,1.46,19970418,521446.59,5.17,7.53,-29.36,20.62,5.94,66700.0
002349,精华制药,中成药,江苏,38.88,7.76,8.41,324158.78,125611.2,63011.88,91232.0,1.09,0.209,2.71,2.99,20100203,47481.43,0.56,27.16,6.24,49.88,15.64,32700.0
603959,百利科技,建筑施工,湖南,101.16,1.06,2.24,217624.7,189200.81,4658.41,27004.78,1.21,0.26,4.05,8.65,20160517,37487.12,1.67,30.08,11.52,33.15,13.61,17819.0
300329,海伦钢琴,文教休闲,浙江,49.24,2.51,2.51,98063.56,69487.18,17500.67,34978.73,1.39,0.123,3.28,2.46,20120619,19545.25,0.78,19.49,17.92,26.64,9.26,31463.0
603238,诺邦股份,纺织,浙江,54.27,0.3,1.2,100466.11,65300.32,28308.6,32742.45,2.73,0.32,6.36,3.39,20170222,28280.73,2.36,-1.22,-22.47,23.03,9.51,18308.0
600397,安源煤业,煤炭开采,江西,0.0,9.9,9.9,734498.06,287524.16,316374.31,186328.3,1.88,-0.102,1.39,1.91,20020702,-181564.44,-1.83,8.38,86.33,11.47,-3.6,66373.0
601018,宁波港,港口,浙江,25.89,128.0,131.73,6220587.0,1179877.25,2903600.25,861938.81,0.65,0.203,2.76,1.91,20100928,1217071.75,0.92,11.38,16.43,25.55,14.72,237231.0
601595,上海电影,影视音像,上海,33.09,1.06,3.74,285079.5,181287.13,27954.72,82026.93,2.2,0.413,5.33,3.42,20160817,70987.53,1.9,8.82,-13.26,27.58,18.79,32960.0
